,,,,,Ease of doing business,,,,,Starting a business,,,,,,,,,,,,,,,,Dealing with construction permits,,,,,,,,,,,,,,,,,Getting electricity,,,,,,,,,,,,,,,,,,,,,Registering property,,,,,,,,,,,,,,,,,,,Getting credit,,,,,,,,,,,,,,,Protecting minority investors,,,,,,,,,,,,,,,,,,,,,Paying taxes,,,,,,,,,,,,,,,,,,,,,Trading across borders ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enforcing contracts,,,,,,,,,,,,,,,,,,,,,,,,,Resolving insolvency,,,,,,,,,,,,,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2008,,,,,,,65.82,8,39,113.7,8,39,113.7,0,58.82,61.31,43.17,58.82,61.31,43.17,100,,,46.77,18,225,10.1,,,,,,,,48,42.65,49.66,,,,,,,,,,,,,,,,,,,,,,,,,,49.55,9,131,3.4,,,,,,,,33.33,37.8,77.52,,,,,56.25,3,,6,,14.8,100,9,,30,100,,,,,40,1,5,6,,,,,,,4,,10,50,60,,,,,,,38,66,240,63.5,23.7,19.2,20.6,,,,,,0,70.48,43.53,,,,,,,61.27,5,5,1888,1949,36,37,,,,,,,,,66.67,76.92,67.8,71.94,37.5,46.77,,,,,,,,,,,,61.85,37,540,,,,26.8,,,,,,,,,,,50,65.57,69.97,,,,,37.29,0,2.2,14.5,34.6,,,,,,37.29,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2009,,,,,,,65.63,8,39,115.2,8,39,115.2,0,58.82,61.31,42.39,58.82,61.31,42.39,100,,,46.64,18,225,10.1,,,,,,,,48,42.65,49.27,,,,,,,,,,,,,,,,,,,,,,,,,,49.56,9,131,3.4,,,,,,,,33.33,37.8,77.55,,,,,56.25,3,,6,,13.4,27.9,9,,30,100,,,,,40,1,5,6,,,,,,,4,,10,50,60,,,,,,,38.14,66,240,63.3,23.5,19.2,20.6,,,,,,0,70.48,43.96,,,,,,,63.7,5,5,2191,2393,29,28,,,,,,,,,66.67,76.92,61.2,64.04,52.08,61.29,,,,,,,,,,,,61.85,37,540,,,,26.8,,,,,,,,,,,50,65.57,69.97,,,,,36.89,0,2.2,14.5,34.3,,,,,,36.89,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2010,,,,,52.78,,66.78,8,39,106.1,8,39,106.1,0,58.82,61.31,46.97,58.82,61.31,46.97,100,,,45.34,18,225,10.9,,,,,,,,48,42.65,45.37,,,,68.91,6,70,1673.4,,,,,,,,,,,,50,77.39,79.34,,,,,48.51,9,131,3.8,,,,,,,,33.33,37.8,74.41,,,,,56.25,3,,6,,16,28.4,9,,30,100,,,,,40,1,5,6,,,,,,,4,,10,50,60,,,,,,,38.14,66,240,63.3,23.5,19.2,20.6,,,,,,0,70.48,43.96,,,,,,,65.08,5,5,2018,2138,29,28,,,,,,,,,66.67,76.92,64.97,68.57,52.08,61.29,,,,,,,,,,,,61.85,37,540,,,,26.8,,,,,,,,,,,50,65.57,69.97,,,,,36.89,0,2.2,14.5,34.3,,,,,,36.89,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2011,,,,,52.81,,66.04,8,39,111.9,8,39,111.9,0,58.82,61.31,44.05,58.82,61.31,44.05,100,,,44.23,18,225,11.6,,,,,,,,48,42.65,42.05,,,,68.44,6,70,1787.4,,,,,,,,,,,,50,77.39,77.93,,,,,46.28,9,131,4.8,,,,,,,,33.33,37.8,67.7,,,,,56.25,3,,6,,14,21.4,9,,30,100,,,,,40,1,5,6,,,,,,,4,,10,50,60,,,,,,,39.07,66,222,63.3,25,19.2,19.1,,,,,,0,73.26,43.96,,,,,,,69.58,5,5,1619,1732,26,25,,,,,,,,,66.67,76.92,73.67,75.78,58.33,66.13,,,,,,,,,,,,61.85,37,540,,,,26.8,,,,,,,,,,,50,65.57,69.97,,,,,36.33,0,2.2,14.5,33.7,,,,,,36.33,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2012,,,,,56.04,,66.54,8,39,107.9,8,39,107.9,0,58.82,61.31,46.03,58.82,61.31,46.03,100,,,45.56,18,225,10.8,,,,,,,,48,42.65,46.03,,,,68.93,6,70,1668.8,,,,,,,,,,,,50,77.39,79.4,,,,,57.82,9,56,5,,,,,,,,33.33,73.68,66.43,,,,,56.25,3,,6,,10.5,31.9,9,,30,100,,,,,40,1,5,6,,,,,,,4,,10,50,60,,,,,,,50.51,43,207,64.1,23.1,20.3,20.6,,,,,,33.33,75.58,42.61,,,,,,,71.5,5,5,1517,1624,24,23,,,,,,,,,66.67,76.92,75.87,77.71,62.5,69.35,,,,,,,,,,,,65.43,37,409,89,230,90,26.8,16.3,5.5,5,,,,,,,,50,76.31,69.97,,,,,37.83,0,2.2,14.5,35.1,,,,,,37.83,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2013,,,,,56.81,,67.45,8,39,100.6,8,39,100.6,0,58.82,61.31,49.68,58.82,61.31,49.68,100,,,47.21,18,225,9.8,,,,,,,,48,42.65,50.99,,,,69.48,6,70,1534.6,,,,,,,,,,,,50,77.39,81.05,,,,,57.83,9,56,5,,,,,,,,33.33,73.68,66.48,,,,,56.25,3,,6,,10.8,29.5,9,,30,100,,,,,40,1,5,6,,,,,,,4,,10,50,60,,,,,,,51.43,43,207,62.4,21.5,20.3,20.6,,,,,,33.33,75.58,45.39,,,,,,,74.35,5,5,1358,1483,21,20,,,,,,,,,66.67,76.92,79.35,80.21,68.75,74.19,,,,,,,,,,,,65.43,37,409,89,230,90,26.8,16.3,5.5,5,,,,,,,,50,76.31,69.97,,,,,38.7,0,2.2,14.5,36,,,,,,38.7,
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2014,,,,55.85,57.67,,70.91,8,37,77,8,37,77,0,58.82,63.32,61.5,58.82,63.32,61.5,100,,,51.59,18,225,7.2,,,,,,,,48,42.65,64.11,,,,73.5,6,55,1085.9,,,,,,,,,,,,50,83.91,86.59,,,,,57.89,9,56,5,,,,,,,,33.33,73.68,66.65,,,,40,56.25,3,1,6,7,16,32.3,9,8,30,100,8.33,87.5,,35,40,1,5,6,6,4,1,4,4,3,4,4,10,50,60,60,40,10,40,,,51.43,43,207,62.4,21.5,20.3,20.6,,,,,,33.33,75.58,45.39,,,,,,,75.11,5,5,1248,1363,21,20,,,,,,,,,66.67,76.92,81.75,82.35,68.75,74.19,,,,,,,,,,,,62.42,37,519,89,230,200,26.8,16.3,5.5,5,,,,,,,,50,67.3,69.97,,,,40.68,37.62,0,2.2,14.5,34.9,7,2,2,0,3,37.62,43.75
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2015,,,55.16,57.38,,,78.55,7,14,73.9,7,14,73.9,0,64.71,86.43,63.06,64.71,86.43,63.06,100,,45.13,52.4,18,225,6.7,3.5,2,1,0,0,0.5,0,48,42.65,66.54,23.33,,67.87,73.83,6,55,1005.6,4,0,82.8,42.3,3,1,1,1,0,1,36.1,50,83.91,87.59,50,,,48.85,57.9,9,56,5,6.5,,0,3,0,3.5,,33.33,73.68,66.7,21.67,,,45,,,1,,8,16.2,40.7,,9,,,8.33,100,,35,,1,5,,6,4,1,4,4,3,,4,10,50,,60,40,10,40,,,53.19,43,207,59.3,18.3,20.3,20.6,,,,,,33.33,75.58,50.65,,,,,,80.55,75.84,5,5,1140,1245,21,20,48,16,60,72,47,86,80,330,66.67,76.92,84.1,84.43,68.75,74.19,72.19,93.72,62.89,74.55,88.33,87.7,92.45,72.52,,,57.79,62.42,37,519,89,230,200,26.8,16.3,5.5,5,6.5,,3.5,,0.5,0,2.5,50,67.3,69.97,36.11,,,39.64,,0,2.2,14.5,33,7,2,2,0,3,35.53,43.75
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2016,,55.22,55.22,,,,78.77,7,14,72.2,7,14,72.2,0,64.71,86.43,63.92,64.71,86.43,63.92,100,,45.44,,18,225,6.4,3.5,2,1,0,0,0.5,0,48,42.65,67.76,23.33,,67.96,,6,55,977.9,4,0,72.7,38.4,3,1,1,1,0,1,35.9,50,83.91,87.93,50,,48.85,48.85,,9,56,5,6.5,6.5,0,3,0,3.5,0,33.33,73.68,66.72,21.67,21.67,,45,,,1,,8,16.3,48.7,,9,,,8.33,100,,35,,1,5,,6,4,1,4,4,3,,4,10,50,,60,40,10,40,,52.7,52.75,43,207,60.1,18,21.4,20.6,54,42.6,9,0,52.55,33.33,75.58,49.35,0,23.95,86.24,100,,80.55,,,,,,,,48,16,60,72,47,86,80,330,,,,,,,72.19,93.72,62.89,74.55,88.33,87.7,92.45,72.52,,57.79,57.79,,,519,89,230,200,26.8,16.3,5.5,5,6.5,6.5,3.5,3.5,0.5,0,2.5,,67.3,69.97,36.11,36.11,,40.13,,0,2.2,14.5,33.9,7,2,2,0,3,36.52,43.75
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2017,,55.35,,,,,79.28,7,14,68,7,14,68,0,64.71,86.43,65.99,64.71,86.43,65.99,100,,45.94,,18,225,6,3.5,2,1,0,0,0.5,0,48,42.65,69.76,23.33,,68.14,,6,55,919.8,4,0,75,40.1,3,1,1,1,0,1,33.2,50,83.91,88.64,50,,48.86,,,9,56,5,6.5,6.5,0,3,0,3.5,0,33.33,73.68,66.76,21.67,21.67,,45,,,1,,8,17.9,53.9,,9,,,8.33,100,,35,,1,5,,6,4,1,4,4,3,,4,10,50,,60,40,10,40,,53.02,,43,201,59.8,17.6,22.6,19.6,54,42.6,9,0,52.55,33.33,76.51,49.69,0,23.95,86.24,100,,78.99,,,,,,,,48,16,60,72,47,86,150,400,,,,,,,72.19,93.72,62.89,74.55,88.33,87.7,85.85,66.69,,58.58,,,,490,60,230,200,26.8,16.3,5.5,5,6.5,6.5,3.5,3.5,0.5,0,2.5,,69.67,69.97,36.11,36.11,,40.66,,0,2.2,14.5,34.9,7,2,2,0,3,37.57,43.75
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2018,,55.27,,,,,79.61,7,14,65.4,7,14,65.4,0,64.71,86.43,67.31,64.71,86.43,67.31,100,,46.31,,18,225,5.8,3.5,2,1,0,0,0.5,0,48,42.65,71.24,23.33,,68.29,,6,55,871,4,0,73.7,39.6,3,1,1,1,0,1,33.2,50,83.91,89.25,50,,47.18,,,9,56,6,6.5,6.5,0,3,0,3.5,0,33.33,73.68,60.05,21.67,21.67,,45,,,1,,8,20.4,55.9,,9,,,8.33,100,,35,,1,5,,6,4,1,4,4,3,,4,10,50,,60,40,10,40,,52.86,,43,201,60.2,17.5,23.1,19.6,54,42.6,9,0,52.55,33.33,76.51,49.04,0,23.95,86.24,100,,78.99,,,,,,,,48,16,60,72,47,86,150,400,,,,,,,72.19,93.72,62.89,74.55,88.33,87.7,85.85,66.69,,58.58,,,,490,60,230,200,26.8,16.3,5.5,5,6.5,6.5,,3.5,0.5,0,2.5,,69.67,69.97,36.11,36.11,,40.89,,0,2.2,14.5,35.3,7,2,2,0,3,38.02,43.75
NIC,Nicaragua,Latin America & Caribbean,Lower middle income,2019,132,55.64,,,,144,79.84,7,14,63.6,7,14,63.6,0,64.71,86.43,68.21,64.71,86.43,68.21,100,177,46.58,,18,225,5.5,3.5,2,1,0,0,0.5,0,48,42.65,72.35,23.33,110,68.39,,6,55,838.7,4,0,73.7,39.6,3,1,1,1,0,1,33.7,50,83.91,89.65,50,155,47.19,,,9,56,6,6.5,6.5,0,3,0,3.5,0,33.33,73.68,60.07,21.67,21.67,99,50,,,2,,8,21.7,59.5,,10,,,16.67,100,168,35,,1,5,,6,4,1,4,4,3,,4,10,50,,60,40,10,40,160,52.69,,43,201,60.6,17.3,23.7,19.6,54,42.6,9,0,52.55,33.33,76.51,48.39,0,23.95,86.24,100,85,76.99,,,,,,,,48,16,72,72,47,86,240,400,,,,,,,72.19,93.72,55.35,74.55,88.33,87.7,77.36,66.69,87,58.58,,,,490,60,230,200,26.8,16.3,5.5,5,6.5,6.5,,3.5,0.5,0,2.5,,69.67,69.97,36.11,36.11,106,41.13,,0,2.2,14.5,35.8,7,2,2,0,3,38.51,43.75
NER,Niger,Sub-Saharan Africa,Low income,2004,,,,,,,23.68,13,35,450.9,13,35,450.9,759.9,29.41,65.33,0,29.41,65.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,2.77,0,5,18,2.6,,,,,,2.77,
NER,Niger,Sub-Saharan Africa,Low income,2005,,,,,,,23.68,13,35,444.8,13,35,444.8,744.7,29.41,65.33,0,29.41,65.33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.75,4,36,16.3,,,,,,,,75,83.25,0,,,,,18.75,3,,0,,0.1,0,3,,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,5.4,0,5,18,5,,,,,,5.4,
NER,Niger,Sub-Saharan Africa,Low income,2006,,,,,,,23.68,13,35,465.4,13,35,465.4,760.8,29.41,65.33,0,29.41,65.33,0,0,,,13.28,24,318,26,,,,,,,,24,15.85,0,,,,,,,,,,,,,,,,,,,,,,,,,,52.75,4,36,16.3,,,,,,,,75,83.25,0,,,,,18.75,3,,0,,0.9,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,59.72,41,270,42.5,15,19.6,7.8,,,,,,36.67,65.84,76.66,,,,,,,21.3,8,10,3902,4191,59,66,,,,,,,,,33.33,38.46,23.91,32.12,0,0,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,2.77,0,5,18,2.6,,,,,,2.77,
NER,Niger,Sub-Saharan Africa,Low income,2007,,,,,,,27.63,11,31,416.8,11,31,416.8,778.1,41.18,69.35,0,41.18,69.35,0,0,,,26.24,15,308,26.6,,,,,,,,60,18.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,52.75,4,36,16.3,,,,,,,,75,83.25,0,,,,,18.75,3,,0,,1.2,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,59.72,41,270,42.5,15,19.6,7.8,,,,,,36.67,65.84,76.66,,,,,,,22.94,8,10,3662,3933,59,66,,,,,,,,,33.33,38.46,29.15,36.71,0,0,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,15.32,0,5,18,14.2,,,,,,15.32,
NER,Niger,Sub-Saharan Africa,Low income,2008,,,,,,,32.79,11,23,174.8,11,23,174.8,735.6,41.18,77.39,12.58,41.18,77.39,12.58,0,,,26.24,15,308,25.2,,,,,,,,60,18.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,61.09,4,36,11.2,,,,,,,,75,83.25,25.01,,,,,18.75,3,,0,,1,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,59.12,42,270,42.6,15,19.6,8,,,,,,35,65.84,76.53,,,,,,,23.03,8,10,3649,3919,59,66,,,,,,,,,33.33,38.46,29.43,36.95,0,0,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,15.32,0,5,18,14.2,,,,,,15.32,
NER,Niger,Sub-Saharan Africa,Low income,2009,,,,,,,34.39,11,19,170.1,11,19,170.1,702.1,41.18,81.41,14.97,41.18,81.41,14.97,0,,,26.24,15,308,24.1,,,,,,,,60,18.73,0,,,,,,,,,,,,,,,,,,,,,,,,,,61.12,4,36,11.2,,,,,,,,75,83.25,25.1,,,,,18.75,3,,0,,0.9,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,59.72,41,270,42.5,15,19.6,7.8,,,,,,36.67,65.84,76.66,,,,,,,19.89,8,10,4253,4240,59,66,,,,,,,,,33.33,38.46,16.27,31.25,0,0,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,15.08,0,5,18,14,,,,,,15.08,
NER,Niger,Sub-Saharan Africa,Low income,2010,,,,,36.58,,44.25,9,17,118.7,9,17,118.7,613.7,52.94,83.42,40.66,52.94,83.42,40.66,0,,,26.24,15,308,21.1,,,,,,,,60,18.73,0,,,,40.24,4,165,7995.8,,,,,,,,,,,,83.33,36.09,1.29,,,,,61.2,4,36,11.2,,,,,,,,75,83.25,25.34,,,,,18.75,3,,0,,0.9,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,57.62,41,270,46.7,20.3,19.6,6.8,,,,,,36.67,65.84,70.34,,,,,,,21.8,8,10,3962,3950,59,66,,,,,,,,,33.33,38.46,22.62,36.4,0,0,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,15.08,0,5,18,14,,,,,,15.08,
NER,Niger,Sub-Saharan Africa,Low income,2011,,,,,37.64,,44.27,9,17,118.6,9,17,118.6,613,52.94,83.42,40.71,52.94,83.42,40.71,0,,,26.24,15,308,21.1,,,,,,,,60,18.73,0,,,,47.15,4,120,7900.4,,,,,,,,,,,,83.33,55.65,2.46,,,,,61.2,4,36,11.2,,,,,,,,75,83.25,25.34,,,,,18.75,3,,0,,0.7,0,3,,30,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,57.62,41,270,46.7,20.3,19.6,6.8,,,,,,36.67,65.84,70.34,,,,,,,23.3,8,10,3735,3724,59,66,,,,,,,,,33.33,38.46,27.57,40.42,0,0,,,,,,,,,,,,47.33,39,545,,,,59.6,,,,,,,,,,,43.75,65.16,33.07,,,,,17.25,0,5,18,16,,,,,,17.25,
NER,Niger,Sub-Saharan Africa,Low income,2012,,,,,40.89,,44.79,9,17,114.4,9,17,114.4,584.2,52.94,83.42,42.79,52.94,83.42,42.79,0,,,26.24,15,308,20.1,,,,,,,,60,18.73,0,,,,52.19,4,120,6675.1,,,,,,,,,,,,83.33,55.65,17.59,,,,,61.22,4,36,11.2,,,,,,,,75,83.25,25.42,,,,,37.5,6,,0,,0.9,0,6,,60,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,58.81,41,270,44.3,17.3,20.2,6.8,,,,,,36.67,65.84,73.93,,,,,,,23.91,8,10,3642,3631,59,66,,,,,,,,,33.33,38.46,29.59,42.07,0,0,,,,,,,,,,,,47.33,39,545,30,365,150,59.6,30,12,17.6,,,,,,,,43.75,65.16,33.07,,,,,23.55,0,5,18,21.9,,,,,,23.55,
NER,Niger,Sub-Saharan Africa,Low income,2013,,,,,42.6,,44.99,9,17,112.8,9,17,112.8,572.8,52.94,83.42,43.61,52.94,83.42,43.61,0,,,41.69,15,152,19.7,,,,,,,,60,63.69,1.39,,,,53.33,4,115,6575.3,,,,,,,,,,,,83.33,57.83,18.82,,,,,61.23,4,36,11.2,,,,,,,,75,83.25,25.45,,,,,37.5,6,,0,,0.8,0,6,,60,0,,,,,33.33,6,1,3,,,,,,,3,,60,10,30,,,,,,,58.81,41,270,44.3,17.3,20.2,6.8,,,,,,36.67,65.84,73.93,,,,,,,24.45,8,10,3625,3651,59,64,,,,,,,,,33.33,38.46,29.97,41.72,0,3.23,,,,,,,,,,,,47.33,39,545,30,365,150,59.6,30,12,17.6,,,,,,,,43.75,65.16,33.07,,,,,23.32,0,5,18,21.7,,,,,,23.32,
NER,Niger,Sub-Saharan Africa,Low income,2014,,,,44.27,42.84,,53.48,6,17,80.1,6,17,80.1,527.8,70.59,83.42,59.93,70.59,83.42,59.93,0,,,44.21,15,152,18.2,,,,,,,,60,63.69,8.94,,,,51.79,4,115,6948.3,,,,,,,,,,,,83.33,57.83,14.22,,,,,65.72,4,36,9.2,,,,,,,,75,83.25,38.9,,,,30,37.5,6,6,0,0,1,0,6,6,60,0,50,0,,35,33.33,6,1,3,3,4,3,4,3.3,3.7,3,4,60,10,30,30,40,30,40,,,57.31,41,270,47.3,22,20.1,5.2,,,,,,36.67,65.84,69.43,,,,,,,19.04,8,10,4527,4553,57,62,,,,,,,,,33.33,38.46,10.29,25.7,0,6.45,,,,,,,,,,,,49.95,39,545,30,365,150,52.6,23,12,17.6,,,,,,,,43.75,65.16,40.94,,,,36.15,16.06,0,5,18,14.9,9,2,5.5,0.5,1,16.06,56.25
NER,Niger,Sub-Saharan Africa,Low income,2015,,,45.53,45.04,,,54.41,6,15,76.7,6,15,76.7,492,70.59,85.43,61.63,70.59,85.43,61.63,0,,42.99,46.21,15,152,17,5,0,1,0,2,0,2,60,63.69,14.95,33.33,,39.74,52.99,4,115,6657.8,0,0,199,132.7,1,0,0,0,0,0,25.5,83.33,57.83,17.8,0,,,52.65,65.75,4,36,9.1,4,,0,1.5,0,2.5,,75,83.25,39,13.33,,,30,,,6,,0,1,0,,6,,,50,0,,38.33,,7,1,,4,4,3,4,4,3.7,,4,70,10,,40,40,30,40,,,57.07,41,270,47.8,21.3,21.1,5.3,,,,,,36.67,65.84,68.69,,,,,,62.28,19.66,8,10,4475,4500,56,61,51,156,48,78,39,457,391,462,33.33,38.46,11.44,26.64,0,8.06,70.61,35.15,70.44,72.4,90.22,34.71,63.13,61.54,,,41.85,49.95,39,545,30,365,150,52.6,23,12,17.6,3.5,,1.5,,0,0,2,43.75,65.16,40.94,19.44,,,36.01,,0,5,18,14.7,9,2,5.5,0.5,1,15.77,56.25
NER,Niger,Sub-Saharan Africa,Low income,2016,,47.41,47.88,,,,77.62,6,15,67.8,6,15,67.8,46.4,70.59,85.43,66.08,70.59,85.43,66.08,88.39,,47.03,,15,112,16.1,5,0,1,0,2,0,2,60,75.22,19.58,33.33,,40.89,,4,115,6284.3,0,0,290,193.3,1,0,0,0,0,0,25.2,83.33,57.83,22.42,0,,52.67,52.67,,4,36,9.1,4,4,0,1.5,0,2.5,0,75,83.25,39.08,13.33,13.33,,30,,,6,,0,0.3,0,,6,,,50,0,,38.33,,7,1,,4,4,3,4,4,3.7,,4,70,10,,40,40,30,40,,52.16,56.87,41,270,48.2,21.2,21.7,5.3,46,33.5,41.5,7.7,38.02,36.67,65.84,68.09,8,41.6,26.61,75.89,,57.54,,,,,,,,51,156,48,114,39,457,391,762,,,,,,,70.61,35.15,70.44,59.5,90.22,34.71,63.13,36.54,,41.85,41.85,,,545,30,365,150,52.6,23,12,17.6,3.5,3.5,1.5,1.5,0,0,2,,65.16,40.94,19.44,19.44,,36.01,,0,5,18,14.7,9,2,5.5,0.5,1,15.77,56.25
NER,Niger,Sub-Saharan Africa,Low income,2017,,50.22,,,,,86.16,4,10,32.4,4,10,32.4,48,82.35,90.45,83.82,82.35,90.45,83.82,88.01,,46.4,,15,112,16.6,5,0,1,0,2,0,2,60,75.22,17.04,33.33,,43.54,,4,115,5426.8,0,0,229,152.7,1,0,0,0,0,1,23.6,83.33,57.83,33,0,,52.66,,,4,36,9.1,4,4,0,1.5,0,2.5,0,75,83.25,39.04,13.33,13.33,,30,,,6,,0,0.3,0,,6,,,50,0,,40,,7,1,,5,4,3,4,4.3,3.7,,4,70,10,,50,40,30,40,,52.16,,41,270,48.2,21.2,21.7,5.3,46,33.5,41.5,7.7,38.02,36.67,65.84,68.09,8,41.6,26.61,75.89,,65.4,,,,,,,,51,156,48,78,39,282,391,462,,,,,,,70.61,35.15,70.44,72.4,90.22,59.71,63.13,61.54,,45.55,,,,545,30,365,150,52.6,23,12,17.6,5.5,5.5,3,3,0.5,0,2,,65.16,40.94,30.56,30.56,,40.36,,0,5,18,22.7,9,2,5.5,0.5,1,24.47,56.25
NER,Niger,Sub-Saharan Africa,Low income,2018,,52.48,,,,,93.65,3,7,8.3,3,7,8.3,11.8,88.24,93.47,95.86,88.24,93.47,95.86,97.04,,53.7,,15,91,13.3,6,1,1,0,2,0,2,60,81.27,33.54,40,,44.86,,4,97,5632.6,0,0,365,243.3,1,0,0,0,0,1,22.1,83.33,65.65,30.46,0,,56.83,,,4,36,6.6,4,4,0,1.5,0,2.5,0,75,83.25,55.73,13.33,13.33,,30,,,6,,0,0.3,0.2,,6,,,50,0,,40,,7,1,,5,4,3,4,4.3,3.7,,4,70,10,,50,40,30,40,,52.49,,41,270,47.3,21.5,21.7,4.1,46,33.5,41.5,7.7,38.02,36.67,65.84,69.41,8,41.6,26.61,75.89,,65.4,,,,,,,,51,156,48,78,39,282,391,462,,,,,,,70.61,35.15,70.44,72.4,90.22,59.71,63.13,61.54,,48.7,,,,430,30,250,150,52.6,23,12,17.6,5.5,5.5,,3,0.5,0,2,,74.59,40.94,30.56,30.56,,39.19,,0,5,18,20.6,9,2,5.5,0.5,1,22.13,56.25
NER,Niger,Sub-Saharan Africa,Low income,2019,143,53.72,,,,27,93.69,3,7,8.1,3,7,8.1,11.6,88.24,93.47,95.94,88.24,93.47,95.94,97.1,158,55.81,,15,91,11.6,6,1,1,0,2,0,2,60,81.27,41.96,40,162,48.51,,4,68,5470.9,0,0,..,..,1,0,0,0,0,1,19.3,83.33,78.26,32.46,0,111,58.06,,,4,13,7.6,4,4,0,1.5,0,2.5,0,75,94.26,49.63,13.33,13.33,144,30,,,6,,0,0.3,0.5,,6,,,50,0,149,40,,7,1,,5,4,3,4,4.3,3.7,,4,70,10,,50,40,30,40,161,52.49,,41,270,47.3,21.5,21.7,4.1,46,33.5,41.5,7.7,38.02,36.67,65.84,69.41,8,41.6,26.61,75.89,124,65.4,,,,,,,,51,156,48,78,39,282,391,462,,,,,,,70.61,35.15,70.44,72.4,90.22,59.71,63.13,61.54,119,53.77,,,,380,30,200,150,52.6,23,12,17.6,7.5,7.5,,4.5,0.5,0,2.5,,78.69,40.94,41.67,41.67,114,39.44,,0,5,18,21,9,2,5.5,0.5,1,22.62,56.25
NIGE,Nigeria,Sub-Saharan Africa,Lower middle income,2014,,,,46.39,48.12,,74.21,8.5,30.3,58.7,8.5,30.3,58.7,0,56.12,70.05,70.67,56.12,70.05,70.67,100,,,49.13,16.9,110.2,56.3,,,,,,,,52.6,75.74,19.05,,,,43.51,9.8,149.4,998.5,,,,,,,,,,,,0,42.85,87.67,,,,,22.29,12.3,92.2,18.4,,,,,,,,5.75,56.36,4.75,,,,30,56.25,9,6,0,0,0.1,4.9,9,6,90,0,50,0,,61.67,53.33,4,7,5,7,5,5,9,6,6.3,5.3,6.2,40,70,50,70,50,50,90,,,46.08,59,429.4,33,21.8,10.7,0.4,,,,,,6.67,41.2,90.38,,,,,,,50.12,9,13,1564,1959.5,22.9,33.9,,,,,,,,,22.22,15.38,74.86,71.75,64.75,51.74,,,,,,,,,,,,56.31,40.2,453.7,35.6,288,130,38.9,21.6,11.8,5.5,,,,,,,,39.91,72.65,56.39,,,,30.62,29.99,0,2,22,27.9,5,2,2,0,1,29.99,31.25
